timestamp,symbol,timeframe,index,f_body_size_pct,f_upper_wick_pct,f_lower_wick_pct,f_range_pct,f_close_position_in_range,f_bullish_candle,f_bearish_candle,f_ema20_distance_pct,f_ema20_slope,f_ema50_distance_pct,f_ema50_slope,f_ema100_distance_pct,f_ema100_slope,f_ema200_distance_pct,f_ema200_slope,f_ema20_vs_50,f_ema50_vs_100,f_ema100_vs_200,f_ema_alignment,f_rsi,f_rsi_distance_from_50,f_macd,f_macd_signal,f_macd_histogram,f_macd_histogram_slope,f_adx,f_atr,f_atr_pct,f_bb_position,f_bb_width,f_atr_percentile,f_structure_bias,f_last_bos_direction,f_last_bos_age,f_last_choch_direction,f_last_choch_age,f_bullish_fvg_present,f_bearish_fvg_present,f_nearest_bullish_fvg_distance_pct,f_nearest_bearish_fvg_distance_pct,f_bullish_ob_present,f_bearish_ob_present,f_nearest_bullish_ob_distance_pct,f_nearest_bearish_ob_distance_pct,f_demand_present,f_supply_present,f_buy_side_liquidity_distance_pct,f_sell_side_liquidity_distance_pct,f_liquidity_sweep_direction,f_liquidity_sweep_age,f_premium_discount_state,f_distance_from_equilibrium_pct,f_htf_1d_bias,f_htf_4h_bias,f_htf_1h_bias,f_entry_15m_bias,f_mtf_alignment_score,f_higher_timeframe_bias,f_setup_bias,f_entry_bias,f_market_state_code,f_hour_utc,f_day_of_week,f_day_of_month,f_month,y_return_5,y_return_10,y_return_20,y_return_40,y_direction,y_mfe_5,y_mae_5,y_mfe_10,y_mae_10,y_mfe_20,y_mae_20,y_mfe_40,y_mae_40
2026-08-06T04:00:00+00:00,XAUUSD,15m,80,0.005578380043029127,0.020884348425616317,0.020884348425616317,0.047347076894261764,0.5589094449852426,1,0,-0.07042933442375075,-1.1182339623437656,-0.08700677873886932,-0.49938263794319937,,,,,-0.00016577444315118566,,,,29.807483279706517,-20.192516720293483,-1.2716881141477643,-0.5064677653399732,-0.7652203488077911,0.06852887834155785,31.68243488939714,2.8600367815080596,0.0659271574559558,0.13822189389670092,0.0030451472538668214,0.16176470588235295,1,,,,,0,0,,,0,0,,,0,0,0.22140636493164,-0.02710816087032586,,,-1,-0.09775995769651596,-1,-1,-1,-1,100,-1,-1,0,3,4,3,6,8,0.0010333833773956606,0.002065383685359089,0.0003141872726724345,0.001586611150259826,UP,0.0013464180922079366,0.0002411151043397646,0.0022922070722334324,0.0002411151043397646,0.0023205599955926207,0.0002411151043397646,0.0023205599955926207,0.0002653188194026754
2026-08-06T05:00:00+00:00,XAUUSD,15m,84,0.025106518435328268,0.030611525688568692,0.030611525688589637,0.08632956981248659,0.6454108858058843,1,0,0.014556509516603935,-0.1207632735668085,-0.003923631106459637,-0.15149655784080096,,,,,-0.00018480140623063573,,,,51.56603135181745,1.5660313518174505,-0.9261557317231564,-0.8674611468583053,-0.05869458486485102,0.5804028269572785,26.99110420195433,2.9651336817121163,0.06829741600285145,0.46887681687082317,0.0029885166317033473,0.5138888888888888,1,,,,,0,0,,,0,0,,,0,0,0.14465039979250832,-0.10367379768569042,,,-1,-0.020384650289236726,-1,-1,-1,-1,100,-1,0,0,0,5,3,6,8,0.0011765513409873506,0.0010187718443984994,-0.000813312996285815,-0.00010572377946635568,NEUTRAL,0.0014333749011286776,0.0003127949727997763,0.001552918782485711,0.0003127949727997763,0.001552918782485711,0.0010309796010690695,0.001552918782485711,0.0010309796010690695
2026-08-06T06:00:00+00:00,XAUUSD,15m,88,0.021859930310537987,0.028164794421165384,0.028164794421165384,0.07818951915286876,0.639788110653293,1,0,0.08751618368886374,1.007174764760748,0.08700679765617347,0.3587381036959414,,,,,-5.0938603269026685e-06,,,,68.36165708596182,18.361657085961824,0.30030629981865786,-0.41511121870661666,0.7154175185252745,0.5541028233804375,27.910362713626633,3.151051673349148,0.07250712629929439,0.9135496558353771,0.0024629099895369048,0.9736842105263158,1,,,,,0,0,,,0,0,,,0,0,0.044433184662808156,-0.20364250868240663,,,1,0.07970820904810202,-1,-1,-1,-1,100,-1,-1,0,3,6,3,6,8,0.0001866147734932937,-0.0009761034144979383,-0.0011659396514054458,-0.0017840004178697572,NEUTRAL,0.0005506401392960848,0.0002565665504868395,0.0005506401392960848,0.0012888154702035708,0.0005506401392960848,0.0020306724735845334,0.0005506401392960848,0.0020306724735845334
2026-08-06T07:00:00+00:00,XAUUSD,15m,92,0.0055438442165969696,0.018954886450120674,0.018954886450099753,0.043453617116817396,0.43620963472713625,0,1,0.07933551218381273,1.232971172085854,0.10011243363824637,0.5640876099505476,,,,,0.00020776921454433635,,,,70.89382048975642,20.893820489756422,1.2886244589071794,0.44869662329274584,0.8399278356144335,0.012753465939245312,32.252821589869335,2.93130502505534,0.06743028385989902,0.8851910686586435,0.0031011229741881273,0.4,1,,,,,0,0,,,0,0,,,0,0,0.014216164837590504,-0.2337846007189873,-1,2,1,0.10988773370406855,-1,-1,1,1,50,-1,0,0,0,7,3,6,8,-0.0010110039556822626,-0.002058353446062631,-0.0005504738261542535,-0.0018225675405850285,DOWN,0.00022336401387213788,0.0013208611407345546,0.00022336401387213788,0.0023019605425513294,0.00022336401387213788,0.0023320951314465986,0.00022336401387213788,0.0023320951314465986
2026-08-06T08:00:00+00:00,XAUUSD,15m,96,0.02470119155049633,0.029880844951098877,0.029880844951098877,0.08446288145269408,0.35377487053688217,0,1,-0.0070193681667906765,0.22910867445898475,0.01693909856023637,0.22124836585408048,,,,,0.0002395846672702705,,,,50.44417019052534,0.444170190525341,1.035021509381295,0.8943838796506441,0.14063762973065075,-0.5822712606118625,28.259147791323077,2.9855386510986475,0.06872913523035984,0.5677624838272288,0.003204142435902388,0.5357142857142857,1,,,,,0,0,,,0,0,,,0,0,0.10016298642699815,-0.15928009723935682,-1,6,1,0.02954704506527627,-1,-1,1,1,50,-1,0,0,0,8,3,6,8,-0.0011880973866922177,-0.0011581705003775274,0.0006837142488812535,-0.00010129099983436833,NEUTRAL,0.00031008858358343443,0.0014595112248844697,0.00031008858358343443,0.0015870458019485241,0.0008812316985578739,0.0015870458019485241,0.000882152525829282,0.0015870458019485241
2026-08-06T09:00:00+00:00,XAUUSD,15m,100,0.022352599584293604,0.029311862547641787,0.029311862547641787,0.08097632467957719,0.3619806488332071,0,1,-0.08323443800641142,-0.9342653649246131,-0.07671437104025536,-0.29884675906396296,-0.06782334049458652,,,,6.520066966156071e-05,8.891030545668832e-05,,,33.40504100983105,-16.594958990168948,-0.16821027784499165,0.5026332459898161,-0.6708435238348077,-0.5848162226647784,27.57390976356703,3.179235589702942,0.07326204136159459,0.14286702081067715,0.002602411048063457,1.0,1,,,,,0,0,,,0,0,,,0,0,0.20119644017568147,-0.05850850550979504,-1,10,-1,-0.07135548929150463,-1,-1,1,1,75,-1,0,0,0,9,3,6,8,-0.00028804896371504814,0.00074270544804287,0.0012720242237657532,0.0017068629393899245,NEUTRAL,0.00027168778257605355,0.0005793240758237333,0.0010551809638809006,0.0005793240758237333,0.0018923664720224824,0.0005793240758237333,0.0019421413329523138,0.0005793240758237333
2026-08-06T10:00:00+00:00,XAUUSD,15m,104,0.0005532540443316122,0.017796338426440475,0.01779633842641951,0.03614593089719159,0.5076530612240178,1,0,-0.08170590942009305,-1.2182329102706717,-0.09702984312549634,-0.5277458974978799,-0.09645487455369352,-0.254289553574381,,,-0.00015323933705403301,5.749685718028276e-06,,,29.068157725489485,-20.931842274510515,-1.1945016305326135,-0.3463319026817613,-0.8481697278508522,-0.053844736147529604,31.049469996315143,2.9590763400017286,0.06821337302627724,0.10184184345015236,0.0030343417013783507,0.40217391304347827,1,,,,,0,0,,,0,0,,,0,0,0.23743819403126906,-0.022360684292249657,-1,14,-1,-0.10755028099544639,-1,-1,1,0,75,-1,0,0,0,10,3,6,8,0.0008676867595472916,0.001914950560988236,0.0007081651767612363,0.0018974308495839825,UP,0.0011724375289738544,0.00020447347388899471,0.002175671529385536,0.00020447347388899471,0.0022547407532233065,0.00020447347388899471,0.0023739208952758524,0.00020447347388899471
2026-08-06T11:00:00+00:00,XAUUSD,15m,108,0.024143104102848117,0.028865753283291943,0.02886575328327099,0.08187461066941104,0.6474395047831794,1,0,-0.0017539601503665002,-0.3480641147434653,-0.02291858703974389,-0.2487261182104703,-0.026789044187760704,-0.1317916357120339,,,-0.00021164626889377388,-3.870457148016814e-05,,,47.50986192797389,-2.490138072026113,-1.0806816702070137,-0.8549664948698468,-0.2257151753371669,0.5308533194712984,27.477542629039657,2.946297957798525,0.06787478846674991,0.3966451420648681,0.003248276931097119,0.4166666666666667,1,,,,,0,0,,,0,0,,,0,0,0.17248036299433653,-0.08715015536362665,-1,18,-1,-0.042642066502285476,-1,-1,-1,-1,100,-1,0,-1,0,11,3,6,8,0.0011131629677957565,0.0013046030394510452,-0.0006187822292009219,0.0002642379809730073,NEUTRAL,0.001398134530536515,0.0003045532788545127,0.0016052399750830166,0.0003045532788545127,0.0016052399750830166,0.0008353329721081017,0.0017243428836819761,0.0008509983449993148
2026-08-06T12:00:00+00:00,XAUUSD,15m,112,0.022394736109220863,0.030197218679647288,0.030197218679647288,0.08278917346851544,0.6352515985543541,1,0,0.07077915267072564,0.7523518621501353,0.06363132543069402,0.2292377315925478,0.06262043615226129,0.10762604561023181,,,-7.147827240031613e-05,-1.0108892784327322e-05,,,64.54769506837766,14.547695068377664,-0.01868118245874939,-0.5744815803694296,0.5558003979106803,0.5694775448714531,26.233400749020344,3.1314688403967357,0.07207442786735448,0.7980398095280832,0.002543909363039209,0.88,1,,,,,0,0,,,0,0,,,0,0,0.08055660470943118,-0.17883566245492633,-1,22,1,0.049162545045515926,-1,-1,-1,-1,100,-1,0,0,0,12,3,6,8,0.00046699814558706345,-0.00038759234951607046,-0.001272794354408954,-0.0014868447612083667,NEUTRAL,0.0006851914634856157,0.00028471005721592235,0.0006861121103967681,0.000696469388144931,0.0006861121103967681,0.0017678722307803072,0.0008051057236389449,0.0017678722307803072
2026-08-06T13:00:00+00:00,XAUUSD,15m,116,0.004094881628011833,0.01973824964513169,0.019738249645152618,0.04357138091829614,0.5469904963043444,1,0,0.08358901649163623,1.1873178718078634,0.0974177513152613,0.5074385556799825,0.10367101058472211,0.26264154909949866,,,0.00013828734823625075,6.253259269460805e-05,,,71.00861983323458,21.008619833234576,1.0444004580031105,0.2120439098479094,0.8323565481552011,0.14038004646561708,29.93130907137185,2.995162550774976,0.06890357360722209,0.9300275555321073,0.0027909660929178173,0.51,1,,,,,0,0,,,0,0,,,0,0,0.0317698400465483,-0.22749597988447195,-1,26,1,0.09788607487192243,-1,-1,1,1,50,-1,0,0,0,13,3,6,8,-0.0006379273457575733,-0.0017617192981649768,-0.0007844688961535175,-0.0018979086197258269,DOWN,0.00019830269457015934,0.0009344611894940745,0.00019830269457015934,0.002036168387053863,0.00019830269457015934,0.0022544853907046605,0.000317238301406271,0.0022756499474338512
