timestamp,symbol,timeframe,index,f_body_size_pct,f_upper_wick_pct,f_lower_wick_pct,f_range_pct,f_close_position_in_range,f_bullish_candle,f_bearish_candle,f_ema20_distance_pct,f_ema20_slope,f_ema50_distance_pct,f_ema50_slope,f_ema100_distance_pct,f_ema100_slope,f_ema200_distance_pct,f_ema200_slope,f_ema20_vs_50,f_ema50_vs_100,f_ema100_vs_200,f_ema_alignment,f_rsi,f_rsi_distance_from_50,f_macd,f_macd_signal,f_macd_histogram,f_macd_histogram_slope,f_adx,f_atr,f_atr_pct,f_bb_position,f_bb_width,f_atr_percentile,f_structure_bias,f_last_bos_direction,f_last_bos_age,f_last_choch_direction,f_last_choch_age,f_bullish_fvg_present,f_bearish_fvg_present,f_nearest_bullish_fvg_distance_pct,f_nearest_bearish_fvg_distance_pct,f_bullish_ob_present,f_bearish_ob_present,f_nearest_bullish_ob_distance_pct,f_nearest_bearish_ob_distance_pct,f_demand_present,f_supply_present,f_buy_side_liquidity_distance_pct,f_sell_side_liquidity_distance_pct,f_liquidity_sweep_direction,f_liquidity_sweep_age,f_premium_discount_state,f_distance_from_equilibrium_pct,f_htf_1d_bias,f_htf_4h_bias,f_htf_1h_bias,f_entry_15m_bias,f_mtf_alignment_score,f_higher_timeframe_bias,f_setup_bias,f_entry_bias,f_market_state_code,f_hour_utc,f_day_of_week,f_day_of_month,f_month,y_return_5,y_return_10,y_return_20,y_return_40,y_direction,y_mfe_5,y_mae_5,y_mfe_10,y_mae_10,y_mfe_20,y_mae_20,y_mfe_40,y_mae_40
2026-08-06T02:45:00+00:00,XAUUSD,15m,80,0.023987456647895745,0.028461138615975733,0.028461138615975733,0.08090973387984722,0.3517640863612426,0,1,-0.07574054224323189,-0.44419298466254986,-0.06602734814834414,-0.12993738633349494,,,,,9.713194094887749e-05,,,,33.27186995633298,-16.728130043667022,-0.05767868472094051,0.2734063754104146,-0.33108506013135514,-0.2820543651286046,26.32391525462383,1.6524075782016692,0.07040329510969763,0.11970335670525162,0.0022685404039656733,0.75,1,,,,,0,0,,,0,0,,,0,0,0.1795863761471861,-0.06373931642139931,,,-1,-0.05854132403944727,-1,-1,1,1,50,-1,0,0,0,2,3,6,8,-0.00037067650592651695,0.0006416538137073011,0.0011678440261433391,0.0015551370650942417,NEUTRAL,0.00026288207374340205,0.0006305761250245065,0.0009479945122834138,0.0006305761250245065,0.0019011018039589908,0.0006305761250245065,0.0019011018039589908,0.0006305761250245065
2026-08-06T03:45:00+00:00,XAUUSD,15m,84,0.0011508652162089414,0.017092479692550188,0.017092479692569575,0.035335824601328704,0.4837153196624951,0,1,-0.08172969129929289,-0.6462307986594169,-0.09374072919688572,-0.27071418168770833,,,,,-0.00012011037897592848,,,,27.70394584519137,-22.29605415480863,-0.6106534900300176,-0.16358080902810132,-0.4470726810019162,-0.04841003720459813,30.676047184008336,1.5484101895308562,0.06600042324265465,0.07786247762920866,0.0028130041932599953,0.2361111111111111,1,,,,,0,0,,,0,0,,,0,0,0.22224486064087598,-0.02118444490575046,,,-1,-0.10114826511331322,-1,-1,-1,-1,100,-1,0,0,0,3,3,6,8,0.000806031897721362,0.0019590283458102765,0.000582252550125502,0.001787677302508315,UP,0.001106109346687831,0.00020502450703550415,0.0022105137078702107,0.00020502450703550415,0.0023277314613728223,0.00020502450703550415,0.0023277314613728223,0.00020502450703550415
2026-08-06T04:45:00+00:00,XAUUSD,15m,88,0.021556002579898138,0.028542533060350535,0.028542533060350535,0.07864106870059921,0.6370530877572744,1,0,-0.00882016750794381,-0.22705957863263393,-0.02820236347960558,-0.14301485134137693,,,,,-0.0001938219597166177,,,,45.38023867918706,-4.619761320812941,-0.5949408564229088,-0.4490586762973153,-0.14588218012559356,0.2602730277651743,28.139291168869217,1.5395843508743803,0.06558751825973963,0.3717580327176924,0.0030541277751956163,0.2236842105263158,1,,,,,0,0,,,0,0,,,0,0,0.16618570368421456,-0.07710744005854822,,,-1,-0.04447523061940147,-1,-1,-1,-1,100,-1,0,0,0,4,3,6,8,0.001227328921595073,0.001410086334772559,-0.0005563663906985361,0.0003672188581794295,NEUTRAL,0.0015033820771636717,0.0002999096011115926,0.0017670810020048524,0.0002999096011115926,0.0017670810020048524,0.0007642582732874562,0.0017670810020048524,0.0007642582732874562
2026-08-06T05:45:00+00:00,XAUUSD,15m,92,0.024428109860107326,0.029364801051347315,0.029364801051347315,0.08315771196280196,0.6468781985670462,1,0,0.07335407365862118,0.4119895653193453,0.06764120287421396,0.12987923876517016,,,,,-5.7128707844071964e-05,,,,65.32256715975599,15.322567159755991,-0.015846313139718404,-0.3123902962764862,0.2965439831367678,0.3281484301229362,26.771794229132986,1.659598465361371,0.07062866487022336,0.8176179256164011,0.0024499725405439637,0.8125,1,,,,,0,0,,,0,0,,,0,0,0.06481535072638042,-0.17823157507686352,,,1,0.05677194869927922,-1,-1,-1,-1,100,-1,0,0,0,5,3,6,8,0.0005098410385435848,-0.0004804762374922568,-0.001164378198209801,-0.0014358962137280004,NEUTRAL,0.0007532709834910161,0.0002757737837866031,0.0007532709834910161,0.0007839125150229038,0.0007532709834910161,0.0017755065215393053,0.0007532709834910161,0.0017755065215393053
2026-08-06T06:45:00+00:00,XAUUSD,15m,96,0.0060397826018458506,0.018884954050863476,0.018884954050863476,0.0438096907035728,0.5689320388348837,1,0,0.09130538256925344,0.6909172111518274,0.1077591833702775,0.299843141913243,,,,,0.00016453800801024052,,,,72.58018959125147,22.580189591251468,0.6038259771376033,0.12822809552347045,0.47559788161413286,0.0970735100189482,30.973424662682316,1.5953622128588312,0.06785662631604869,0.9464105404126226,0.00285128446901402,0.4523809523809524,1,,,,,0,0,,,0,0,,,0,0,0.008379135018069006,-0.23453071314520926,-1,1,1,0.11313958958402526,-1,-1,1,1,50,-1,0,0,0,6,3,6,8,-0.0007847464014378936,-0.0019476172206962842,-0.0008123932936294987,-0.0019948296058233945,DOWN,0.0001854468460851359,0.001076952785062917,0.0001854468460851359,0.002213452722538418,0.0001854468460851359,0.002338501742604902,0.0001854468460851359,0.002338501742604902
2026-08-06T07:45:00+00:00,XAUUSD,15m,100,0.020980500050852738,0.027364019336106726,0.027364019336106726,0.07570853872306618,0.3614390106801745,0,1,0.016613725546758534,0.2870178674234012,0.0417139567888279,0.18197404989768984,0.05489073203632487,,,,0.00025100231242069365,0.00013176775247496962,,,56.24404136032084,6.244041360320843,0.6469471315317605,0.4564665737622332,0.19048055776952733,-0.25395166930670227,30.035000226429155,1.553391924236275,0.06610738203942697,0.6582462555494785,0.003228646199488022,0.3181818181818182,1,,,,,0,0,,,0,0,,,0,0,0.07370836934702006,-0.1803131414107016,-1,5,1,0.05319599404375094,-1,-1,1,1,50,-1,0,0,0,7,3,6,8,-0.0012290402463867877,-0.0015111917987948474,0.0003868412686862017,-0.0006009019487181286,DOWN,0.00029236518326441184,0.0015158730462706835,0.00029236518326441184,0.0017963223268693833,0.000612817851384034,0.0017963223268693833,0.0006209036424787833,0.0017963223268693833
2026-08-06T08:45:00+00:00,XAUUSD,15m,104,0.024793103257305976,0.030075482645472294,0.030075482645472294,0.08494406854825057,0.35406218655971955,0,1,-0.06815932254514256,-0.3667048837646689,-0.05605008276731176,-0.09423475860921826,-0.04552003478333415,-0.02992096695379587,,,0.00012109239777830804,0.00010530047983977602,,,36.42766653898099,-13.572333461019007,0.08874800747889822,0.35618164660848933,-0.2674336391295911,-0.3416331866567987,26.855769853163075,1.6700152214731325,0.07114237083722443,0.24482422297623388,0.002648597277194533,0.8913043478260869,1,,,,,0,0,,,0,0,,,0,0,0.17491491748198204,-0.07936349032367285,-1,9,-1,-0.047882213163595554,-1,-1,1,1,75,-1,0,0,0,8,3,6,8,-0.0005733937626175398,0.00027604692286477213,0.0012047232991696758,0.001320594847038868,NEUTRAL,0.0002871228796465143,0.0007868189298326241,0.0005746717576306762,0.0007868189298326241,0.0016328516286129807,0.0007868189298326241,0.0016328516286129807,0.0007868189298326241
2026-08-06T09:45:00+00:00,XAUUSD,15m,108,0.006095304995403984,0.020800761103270823,0.020800761103270823,0.04769682720194563,0.43610366398589984,0,1,-0.08901426296861435,-0.6693227881237362,-0.09929762765971105,-0.27339060416124994,-0.09665698266909059,-0.12857343116593256,,,-0.00010283364691096702,2.640644990620462e-05,,,28.866303385167228,-21.133696614832772,-0.5397186803506884,-0.07022692619561255,-0.4694917541550758,-0.11399015721045375,30.11725252804757,1.6240201671307486,0.06922306459705126,0.06013734461027885,0.0027935072976798024,0.5729166666666666,1,,,,,0,0,,,0,0,,,0,0,0.23294294965021006,-0.021482753270594037,-1,13,-1,-0.10583665946595408,-1,-1,1,0,75,-1,0,0,0,9,3,6,8,0.0006406463921760587,0.0017314076147835007,0.0009240993867184007,0.0020195493054761537,UP,0.0009236731416139328,0.00019479401279090574,0.00201059815828,0.00019479401279090574,0.0022130645829532675,0.00019479401279090574,0.0023302819867112305,0.00019479401279090574
2026-08-06T10:45:00+00:00,XAUUSD,15m,112,0.019130674865449112,0.026033056442728825,0.026033056442728825,0.07119678775090675,0.6343506882106873,1,0,-0.025554791732795536,-0.3429091225934826,-0.04687319866152658,-0.19062173352403988,-0.050168021707251244,-0.09754073608655744,,,-0.00021318406928731045,-3.294823045724661e-05,,,41.35797314443658,-8.642026855563422,-0.6534638980997443,-0.422337752306644,-0.23112614579310026,0.2184098599469515,29.52052485506037,1.5359095427275176,0.06544094896359963,0.3080302959288566,0.0032419731726667893,0.19,1,,,,,0,0,,,0,0,,,0,0,0.1924571455840022,-0.06186579043347917,-1,17,-1,-0.06540219580948126,-1,-1,-1,-1,100,-1,0,-1,0,10,3,6,8,0.0011363365226312544,0.0015935127838923049,-0.0002718345337227867,0.0007613923381859379,UP,0.0014324572137557137,0.0002829124300815225,0.0018074013982008364,0.0002829124300815225,0.0018082535440747493,0.0005146961077385427,0.0019254236017137412,0.000597354257491233
2026-08-06T11:45:00+00:00,XAUUSD,15m,116,0.023327407831207864,0.030478875925429534,0.030478875925429534,0.08428515968206693,0.638383838383895,1,0,0.05470952379955685,0.2712706137594978,0.04308298200049685,0.06116421374008496,0.04090098357266017,0.026041458078452706,,,-0.00011626541799059996,-2.1819984278366774e-05,,,61.1024476519073,11.102447651907298,-0.17285692959239896,-0.3774331201966939,0.20457619060429494,0.32437039739269796,25.699755461166205,1.6397950710600195,0.06980322697482766,0.6866031788208385,0.0026589381798767468,0.69,1,,,,,0,0,,,0,0,,,0,0,0.1006739407313475,-0.15341601792635814,-1,21,1,0.026264617941338768,-1,-1,-1,-1,100,-1,0,0,0,11,3,6,8,0.0006964167739386742,7.15146809422167e-05,-0.0011833976965462665,-0.0010969841237409269,NEUTRAL,0.0008896766855327889,0.00029584942413661504,0.0008905280507822762,0.00029584942413661504,0.0008905280507822762,0.001512876048030659,0.0010075907725627688,0.001512876048030659
